"Title","Year","Length","Budget","Rating","Votes","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","mpaa","Action","Animation","Comedy","Drama","Documentary","Romance","Short"
"R.I.C.C.O.",2002,104,-1,5.6,9,34.5,0,0,0,14.5,0,14.5,24.5,14.5,14.5,"R",1,0,0,0,0,0,0
"R.M., The",2003,101,5e+05,5.3,213,14.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,24.5,"PG",0,0,1,0,0,0,0
"Rabbit-Proof Fence",2002,94,6e+06,7.7,5079,4.5,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,14.5,"PG",0,0,0,1,0,0,0
"Race the Sun",1996,82,-1,5,513,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,14.5,"PG",0,0,1,1,0,0,0
"Race to Save 100 Years, The",1997,57,-1,8.2,30,0,0,0,4.5,4.5,0,24.5,24.5,14.5,34.5,"PG",0,0,0,0,1,0,0
"Race to Space",2001,104,-1,5.5,202,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,14.5,"PG",0,0,0,1,0,0,0
"Rachel's Attic",2002,112,83000,2.4,58,45.5,14.5,4.5,4.5,4.5,4.5,0,0,4.5,14.5,"R",1,0,0,1,0,0,0
"Racing Stripes",2005,84,-1,4.8,703,14.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,14.5,"PG",0,1,1,0,0,0,0
"Radio",2003,109,3.5e+07,6.9,3594,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,"PG",0,0,0,1,0,0,0
"Raffle, The",1994,100,-1,3.9,60,14.5,4.5,24.5,14.5,4.5,4.5,4.5,4.5,4.5,14.5,"PG-13",0,0,1,1,0,1,0
"Rage",1995,94,-1,4.1,94,24.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,"R",1,0,0,0,0,0,0
"Rage: Carrie 2, The",1999,104,2.1e+07,4.4,3280,14.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Raging Angels",1995,96,-1,2.5,58,34.5,4.5,24.5,14.5,4.5,4.5,4.5,4.5,4.5,14.5,"R",0,0,0,0,0,1,0
"Raging Sharks",2005,92,-1,4.8,5,44.5,24.5,0,0,0,0,0,0,0,44.5,"R",0,0,0,0,0,0,0
"Rainbow Thief, The",1990,87,1e+07,6,49,4.5,4.5,4.5,4.5,14.5,4.5,24.5,14.5,14.5,14.5,"R",0,0,0,1,0,0,0
"Rainmaker, The",1997,135,4e+07,6.8,8620,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,4.5,4.5,"PG-13",0,0,0,1,0,0,0
"Raise Your Voice",2004,103,1.5e+07,4.3,1626,34.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,34.5,"PG",0,0,0,1,0,1,0
"Raising Helen",2004,119,-1,5.7,2398,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",0,0,1,1,0,0,0
"Raising Victor Vargas",2002,88,8e+05,6.7,1785,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"R",0,0,1,1,0,1,0
"Raising the Stakes",1999,88,1e+05,4.7,24,4.5,0,4.5,4.5,24.5,0,0,14.5,14.5,34.5,"R",0,0,0,1,0,1,0
"Rampo",1994,100,-1,6.5,210,4.5,4.5,4.5,4.5,4.5,14.5,4.5,14.5,14.5,34.5,"R",0,0,0,1,0,0,0
"Rancid Aluminium",2000,88,1.2e+07,3.5,352,34.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Random Hearts",1999,133,6.4e+07,4.8,5919,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,0,1,0,1,0
"Rang-e khoda",1999,90,-1,7.5,1175,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,34.5,"PG",0,0,0,1,0,0,0
"Ransom",1996,139,8e+07,6.6,17678,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"R",1,0,0,1,0,0,0
"Rare Birds",2001,99,5e+06,6.4,471,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,1,1,0,0,0
"Rat",2000,88,-1,5.4,165,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,"PG",0,0,1,0,0,0,0
"Rat Race",2001,112,4.8e+07,6.5,13913,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"PG-13",0,0,1,0,0,0,0
"Ratchet",1996,114,-1,4.1,50,24.5,14.5,4.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Rated X",2000,115,-1,5.7,864,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Rats",2003,90,-1,3.1,151,24.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Ravager",1997,92,-1,5.9,292,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,14.5,"R",0,0,0,0,0,0,0
"Raven",1997,93,-1,4.2,131,14.5,4.5,4.5,14.5,14.5,4.5,4.5,4.5,4.5,14.5,"R",1,0,0,0,0,0,0
"Raven's Ridge",1997,77,-1,3.2,22,24.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,0,34.5,"R",1,0,0,1,0,0,0
"Ravenous",1999,108,1.2e+07,6.7,5915,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,1,1,0,0,0
"Raw Justice",1994,95,-1,3.4,232,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,14.5,"R",1,0,0,0,0,0,0
"Raw Nerve",1999,105,-1,4.2,117,24.5,4.5,4.5,4.5,14.5,14.5,4.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Raw Target",1995,92,-1,4.4,11,34.5,0,0,4.5,14.5,4.5,14.5,0,0,4.5,"R",1,0,0,0,0,0,0
"Razor Blade Smile",1998,101,-1,4.4,453,14.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,14.5,"R",0,0,0,0,0,0,0
"Reach the Rock",1998,100,-1,6.1,216,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,"R",0,0,1,1,0,0,0
"Real Blonde, The",1997,105,-1,6.1,1383,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,1,1,0,1,0
"Real Cancun, The",2003,96,8e+06,2.8,1504,45.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,"R",0,0,0,0,1,0,0
"Real Howard Spitz, The",1998,102,-1,5.7,83,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,"PG",0,0,1,0,0,0,0
"Real Women Have Curves",2002,87,3e+06,7,1944,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"PG-13",0,0,1,1,0,0,0
"Reality Check",2002,88,-1,5.2,25,24.5,4.5,4.5,4.5,4.5,4.5,14.5,0,0,24.5,"R",0,0,0,0,0,0,0
"Reason to Believe, A",1995,109,-1,4.9,106,14.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,4.5,34.5,"R",0,0,0,1,0,0,0
"Rebel Without a Cause",1955,111,1500000,7.8,11055,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,"PG-13",0,0,0,1,0,0,0
"Reckoning, The",2003,112,-1,6.3,641,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Recoil",1997,96,-1,4.5,97,14.5,4.5,14.5,4.5,14.5,4.5,4.5,4.5,4.5,24.5,"R",1,0,0,0,0,0,0
"Reconstruction",2003,90,-1,7.1,799,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,"PG-13",0,0,0,1,0,1,0
"Recruit, The",2003,115,-1,6.6,13054,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,4.5,4.5,"PG-13",0,0,0,0,0,0,0
"Red Baron, The",1971,97,9e+05,4.9,120,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"PG-13",1,0,0,1,0,0,0
"Red Betsy",2003,98,-1,7.1,44,4.5,14.5,4.5,0,4.5,4.5,14.5,14.5,14.5,24.5,"PG",0,0,0,1,0,1,0
"Red Blooded American Girl II",1997,95,-1,4,148,14.5,14.5,14.5,4.5,14.5,14.5,4.5,4.5,4.5,14.5,"R",0,0,0,0,0,0,0
"Red Corner",1997,122,-1,5.9,3006,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Red Dragon",2002,124,9e+07,7.3,21089,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,14.5,14.5,"R",0,0,0,0,0,0,0
"Red Letters",2000,103,-1,4.9,197,4.5,4.5,14.5,14.5,14.5,24.5,4.5,4.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Red Line",1996,90,-1,3.3,120,24.5,14.5,4.5,14.5,4.5,4.5,4.5,4.5,4.5,14.5,"R",1,0,0,0,0,0,0
"Red Planet",2000,106,7.5e+07,5.3,8623,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"PG-13",1,0,0,0,0,0,0
"Red Scorpion 2",1994,95,-1,3.4,112,14.5,4.5,14.5,4.5,4.5,14.5,4.5,4.5,4.5,14.5,"R",1,0,0,0,0,0,0
"Red Trousers: The Life of the Hong Kong Stuntmen",2003,93,-1,5.7,58,4.5,0,0,4.5,4.5,4.5,14.5,4.5,4.5,64.5,"R",1,0,0,0,0,0,1
"Regeneration",1997,105,-1,7.2,583,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,"R",0,0,0,1,0,0,0
"Reign of Fire",2002,101,9.5e+07,5.8,11452,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",1,0,0,0,0,0,0
"Reindeer Games",2000,124,3.6e+07,5.5,7120,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"R",1,0,0,1,0,0,0
"Reivers, The",1969,107,-1,6.9,291,4.5,0,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,"PG-13",0,0,1,1,0,0,0
"Relative Fear",1994,94,-1,4.7,72,4.5,4.5,4.5,24.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Relative Values",2000,87,-1,6.3,439,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,14.5,"PG",0,0,1,0,0,0,0
"Relic, The",1997,110,4e+07,5.3,5102,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Remando al viento",1988,105,-1,5.3,158,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,14.5,"R",0,0,0,1,0,1,0
"Remember the Titans",2000,113,3e+07,7.4,14195,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,"PG",0,0,0,1,0,0,0
"Remnant, The",2001,101,-1,2.9,40,34.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,24.5,"R",0,0,0,0,0,0,0
"Renegade Force",1998,90,-1,5.3,187,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"R",1,0,0,0,0,0,0
"Rennie's Landing",2001,103,-1,4.8,142,4.5,4.5,0,4.5,14.5,4.5,14.5,14.5,4.5,24.5,"R",0,0,0,1,0,0,0
"Replacement Killers, The",1998,87,3e+07,5.8,6825,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",1,0,0,0,0,0,0
"Replacements, The",2000,114,5e+07,6.2,7617,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0
"Repli-Kate",2002,121,4e+06,5.6,791,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"R",0,0,1,0,0,0,0
"Replicant",2001,95,-1,4.9,1686,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,14.5,"R",1,0,0,0,0,0,0
"Requiem for Murder",1999,95,-1,4.6,98,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG-13",0,0,0,0,0,0,0
"Requiem for a Dream",2000,102,4500000,8.4,47845,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,44.5,"R",0,0,0,1,0,0,0
"Reservoir Dogs",1992,99,1200000,8.3,69240,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"R",0,0,0,0,0,0,0
"Resident Evil",2002,100,3.5e+07,6.2,18978,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"R",1,0,0,0,0,0,0
"Resident Evil: Apocalypse",2004,94,5e+07,5.6,10486,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"R",1,0,0,0,0,0,0
"Respiro",2002,90,-1,6.9,1067,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"PG-13",0,0,1,1,0,0,0
"Restaurant",1998,107,-1,5.8,170,4.5,4.5,4.5,4.5,4.5,24.5,14.5,14.5,4.5,14.5,"R",0,0,0,1,0,0,0
"Restoration",1995,117,1.8e+07,6.6,1874,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Restraining Order",1999,98,-1,4.1,93,14.5,4.5,4.5,14.5,14.5,4.5,14.5,14.5,4.5,4.5,"R",1,0,0,0,0,0,0
"Resurrection Man",1998,102,4e+06,4.6,214,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,14.5,"R",0,0,0,1,0,0,0
"Retroactive",1997,103,-1,6.3,796,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Retrograde",2004,93,-1,3,65,14.5,24.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,24.5,"R",1,0,0,0,0,0,0
"Return of Dracula, The",1958,77,125000,4.6,61,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG",0,0,0,0,0,0,0
"Return of the Musketeers, The",1989,102,-1,5.7,303,4.5,4.5,4.5,14.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,1,0,0,0,0
"Return to Me",2000,115,2.4e+07,6.9,5057,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"PG",0,0,1,1,0,1,0
"Return to Paradise",1998,111,-1,6.8,3223,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,0,1,0,1,0
"Returner",2002,116,-1,6.7,1730,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",1,0,0,0,0,0,0
"Returning Mickey Stern",2002,92,-1,3.7,31,4.5,4.5,14.5,4.5,0,4.5,4.5,14.5,4.5,34.5,"PG-13",0,0,1,0,0,0,0
"Revelation",1999,98,5e+06,4.5,203,4.5,4.5,4.5,4.5,14.5,4.5,4.5,14.5,4.5,24.5,"PG-13",1,0,0,1,0,0,0
"Revelation",2001,111,-1,4.6,393,4.5,4.5,4.5,4.5,14.5,14.5,4.5,4.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Revengers' Comedies, The",1998,86,-1,5.9,374,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0
"Rhinoceros Eyes",2003,92,-1,7.1,73,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,4.5,34.5,"R",0,0,0,1,0,0,0
"Rich Man's Wife, The",1996,94,-1,4.7,521,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Richard III",1995,104,-1,7.5,3388,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,"R",0,0,0,1,0,0,0
"Rick",2003,100,-1,6.3,173,4.5,4.5,4.5,14.5,4.5,14.5,24.5,14.5,4.5,14.5,"R",0,0,0,1,0,0,0
"Ricochet River",1998,112,-1,5.2,63,14.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Ricordati di me",2003,125,-1,6.3,410,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,1,1,0,1,0
"Ride",1998,90,-1,3.6,137,24.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,14.5,"R",0,0,1,0,0,0,0
"Ride for Your Life",1995,28,-1,8.2,6,14.5,0,0,0,0,0,0,14.5,0,64.5,"PG",0,0,0,0,0,0,1
"Ride or Die",2003,88,-1,3.9,84,14.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,"R",1,0,0,0,0,1,0
"Ride, The",1997,85,-1,5.9,100,4.5,0,0,4.5,4.5,4.5,4.5,4.5,4.5,64.5,"PG",0,0,0,1,0,0,0
"Riders",2002,83,1.5e+07,5.1,922,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,"R",1,0,0,0,0,0,0
"Ridicule",1996,102,-1,7.3,1879,4.5,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,14.5,"R",0,0,1,1,0,1,0
"Riding Giants",2004,105,-1,7.7,511,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"PG-13",0,0,0,0,1,0,0
"Riding in Cars with Boys",2001,132,4.8e+07,6.2,4627,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"PG-13",0,0,1,1,0,0,0
"Riding the Bullet",2004,98,5e+06,5.2,438,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,14.5,"R",0,0,0,0,0,0,0
"Right Temptation, The",2000,102,-1,5.2,310,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,4.5,"R",0,0,0,0,0,1,0
"Ring Two, The",2005,110,-1,5.1,5483,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,14.5,"PG-13",0,0,0,1,0,0,0
"Ring, The",2002,115,4.5e+07,7.4,30687,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,"PG-13",0,0,0,1,0,0,0
"Ringer",1996,90,-1,4,41,14.5,4.5,14.5,24.5,4.5,4.5,4.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Ringmaster",1998,90,-1,2.9,1494,34.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,"R",0,0,1,0,0,0,0
"Riot",1996,94,-1,4.6,78,14.5,14.5,4.5,14.5,4.5,14.5,14.5,4.5,4.5,14.5,"R",0,0,0,0,0,0,0
"Ripe",1996,92,-1,4.4,275,14.5,4.5,14.5,4.5,14.5,14.5,4.5,4.5,4.5,14.5,"R",0,0,0,1,0,0,0
"Ripley's Game",2002,112,3e+07,6.6,2680,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Ripper",2001,114,-1,4.4,593,14.5,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Ripper 2: Letter from Within",2004,85,-1,3.4,32,14.5,24.5,14.5,4.5,4.5,4.5,4.5,0,14.5,14.5,"R",0,0,0,0,0,0,0
"Rising Place, The",2001,93,-1,5,49,4.5,4.5,14.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,"PG-13",0,0,0,1,0,0,0
"Rites of Passage",1999,95,-1,5.9,328,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,"R",0,0,0,1,0,0,0
"River Red",1998,104,-1,5.5,63,4.5,0,4.5,4.5,14.5,14.5,34.5,4.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Road Dogs",2003,90,-1,5.7,16,14.5,0,4.5,14.5,4.5,4.5,14.5,4.5,4.5,24.5,"R",0,0,0,1,0,0,0
"Road Ends",1997,96,-1,5.2,148,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Road Home, The",2003,104,-1,2.6,66,4.5,4.5,0,4.5,4.5,4.5,4.5,24.5,24.5,14.5,"PG-13",1,0,0,1,0,0,0
"Road Scholar",1993,82,-1,6,71,4.5,0,4.5,4.5,4.5,4.5,24.5,14.5,14.5,24.5,"PG",0,0,0,0,0,0,0
"Road Trip",2000,94,15600000,6.3,15981,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,1,0,0,0,0
"Road to El Dorado, The",2000,89,9.5e+07,6.3,2838,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG",1,1,1,0,0,0,0
"Road to Perdition",2002,117,8e+07,7.7,30526,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0
"Road to Redemption",2001,89,-1,4.9,90,14.5,4.5,4.5,14.5,4.5,4.5,4.5,4.5,14.5,34.5,"PG",1,0,1,0,0,0,0
"Rob Roy",1995,133,2.8e+07,6.8,6652,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",1,0,0,1,0,1,0
"Robin Hood: Men in Tights",1993,104,-1,5.7,10426,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"PG-13",0,0,1,0,0,0,0
"Robinson Crusoe",1997,105,-1,5.8,685,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,4.5,"PG-13",0,0,0,1,0,0,0
"Robo Warriors",1996,89,-1,3.8,42,14.5,14.5,14.5,14.5,14.5,4.5,14.5,4.5,4.5,0,"PG-13",0,0,0,0,0,0,0
"Robots",2005,91,7.5e+07,6.4,4089,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"PG",0,1,1,0,0,0,0
"Rock 'n' Roll Frankenstein",1999,88,250000,4.3,66,14.5,4.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,24.5,"R",0,0,1,0,0,0,0
"Rock School",2005,93,-1,5.3,39,24.5,0,0,14.5,0,4.5,14.5,4.5,14.5,34.5,"R",0,0,0,0,1,0,0
"Rock Star",2001,105,3.8e+07,5.8,5100,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,1,1,0,0,0
"Rock and a Hard Place, A",1997,99,-1,3.2,23,0,14.5,14.5,14.5,14.5,4.5,4.5,0,4.5,24.5,"R",0,0,0,0,0,0,0
"Rock, The",1996,136,7.5e+07,7,46184,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",1,0,0,1,0,0,0
"Rocket Man",1997,95,-1,5.2,1208,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,14.5,"PG",0,0,1,0,0,1,0
"Rocky Road",2001,90,-1,4.2,10,45.5,14.5,0,0,0,0,14.5,0,24.5,14.5,"PG-13",0,0,0,1,0,0,0
"Roger Dodger",2002,106,-1,7.3,3358,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",0,0,1,1,0,0,0
"Rokugatsu no hebi",2002,77,-1,6.9,381,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0
"Rollerball",2002,97,7e+07,2.8,5328,34.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,"R",1,0,0,0,0,0,0
"Rollercoaster",1999,88,-1,5.4,123,4.5,4.5,4.5,4.5,4.5,14.5,4.5,14.5,14.5,14.5,"R",0,0,0,1,0,0,0
"Rolling Kansas",2003,89,-1,6.2,164,4.5,4.5,4.5,4.5,4.5,24.5,14.5,14.5,4.5,24.5,"R",0,0,1,0,0,0,0
"Romance",1999,99,-1,5.3,2261,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Romancing Sara",1995,84,-1,4.2,33,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,0,1,0,1,0
"Romeo + Juliet",1996,120,14500000,6.7,22306,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,"PG-13",1,0,0,1,0,1,0
"Romeo Must Die",2000,115,2.5e+07,5.8,10229,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",1,0,0,1,0,0,0
"Ronin",1998,121,5.5e+07,7,21982,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",1,0,0,0,0,0,0
"Room for Romeo Brass, A",1999,90,-1,7.4,357,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,24.5,14.5,"R",0,0,1,1,0,0,0
"Room, The",2003,99,6e+06,2.7,81,34.5,4.5,0,0,0,4.5,4.5,4.5,4.5,45.5,"R",0,0,1,1,0,1,0
"Roosters",1993,110,-1,5,21,4.5,0,4.5,24.5,4.5,4.5,14.5,0,4.5,24.5,"R",0,0,0,1,0,0,0
"Rosenstrasse",2003,136,-1,6.7,396,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,"PG-13",0,0,0,1,0,0,0
"Rosetta",1999,92,-1,6.8,1378,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0
"Rosewood",1997,140,3.1e+07,6.8,1840,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",1,0,0,1,0,0,0
"Rou pu tuan zhi tou qing bao jian",1992,81,-1,5.3,272,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"R",0,0,1,1,0,0,0
"Rough Draft",1997,95,-1,3.4,152,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,"R",1,0,0,0,0,0,0
"Rough Magic",1995,104,-1,5.3,487,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,"PG-13",0,0,1,1,0,1,0
"Rounders",1998,121,1.2e+07,7.2,13621,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0
"Roustabout",1964,101,-1,5.1,316,4.5,4.5,4.5,14.5,14.5,34.5,14.5,4.5,4.5,4.5,"PG",0,0,0,0,0,1,0
"Route 666",2001,86,2300000,4,487,14.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"R",1,0,0,0,0,0,0
"Rowdy Girls, The",2000,90,-1,3.6,86,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,14.5,"R",0,0,0,0,0,1,0
"Royal Tenenbaums, The",2001,111,2.1e+07,7.6,31227,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,"R",0,0,1,1,0,0,0
"Ruang rak noi nid mahasan",2003,112,-1,7.9,749,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"R",0,0,0,1,0,1,0
