,X,Month,CrimeType ,CrimeDetails,CrimeCount,Borough
17394,17394,201209,Burglary,Burglary In A Dwelling,165,Brent
17395,17395,201209,Violence Against The Person,Murder,2,Brent
17396,17396,201209,Sexual Offences,Rape,5,Greenwich
17397,17397,201209,Sexual Offences,Other Sexual,22,Greenwich
17398,17398,201209,Other Notifiable Offences,Other Notifiable,27,Greenwich
17399,17399,201209,Theft & Handling,Theft From Motor Vehicle,104,Greenwich
17400,17400,201209,Robbery,Personal Property,52,Greenwich
17401,17401,201209,Violence Against The Person,Offensive Weapon,7,Greenwich
17402,17402,201209,Theft & Handling,Theft/Taking Of Pedal Cycle,38,Greenwich
17403,17403,201209,Burglary,Burglary In A Dwelling,123,Greenwich
17404,17404,201209,Criminal Damage,Criminal Damage To Other Building,10,Greenwich
17405,17405,201209,Violence Against The Person,Common Assault,93,Greenwich
17406,17406,201209,Drugs,Possession Of Drugs,77,Greenwich
17407,17407,201209,Violence Against The Person,Wounding/GBH,21,Greenwich
17408,17408,201209,Fraud & Forgery,Counted Per Victim,63,Greenwich
17409,17409,201209,Theft & Handling,Other Theft,230,Greenwich
17410,17410,201209,Robbery,Business Property,2,Greenwich
17411,17411,201209,Fraud & Forgery,Other Fraud & Forgery,22,Greenwich
17412,17412,201209,Theft & Handling,Theft/Taking Of Motor Vehicle,43,Greenwich
17413,17413,201209,Violence Against The Person,Other Violence,35,Greenwich
17414,17414,201209,Criminal Damage,Other Criminal Damage,33,Greenwich
17415,17415,201209,Theft & Handling,Theft Person,44,Greenwich
17416,17416,201209,Theft & Handling,Theft From Shops,83,Greenwich
17417,17417,201209,Theft & Handling,Motor Vehicle Interference & Tampering,3,Greenwich
17418,17418,201209,Drugs,Drug Trafficking,9,Greenwich
17419,17419,201209,Burglary,Burglary In Other Buildings,78,Greenwich
17420,17420,201209,Violence Against The Person,Harassment,111,Greenwich
17421,17421,201209,Criminal Damage,Criminal Damage To Motor Vehicle,45,Greenwich
17422,17422,201209,Violence Against The Person,Assault With Injury,158,Greenwich
17423,17423,201209,Criminal Damage,Criminal Damage To Dwelling,42,Greenwich
17424,17424,201209,Theft & Handling,Handling Stolen Goods,2,Greenwich
17425,17425,201209,Other Notifiable Offences,Going Equipped,1,Bexley
17426,17426,201209,Criminal Damage,Criminal Damage To Dwelling,23,Bexley
17427,17427,201209,Burglary,Burglary In A Dwelling,55,Bexley
17428,17428,201209,Violence Against The Person,Other Violence,13,Bexley
17429,17429,201209,Drugs,Drug Trafficking,7,Bexley
17430,17430,201209,Theft & Handling,Theft/Taking Of Motor Vehicle,47,Bexley
17431,17431,201209,Criminal Damage,Other Criminal Damage,26,Bexley
17432,17432,201209,Fraud & Forgery,Other Fraud & Forgery,9,Bexley
17433,17433,201209,Criminal Damage,Criminal Damage To Motor Vehicle,53,Bexley
17434,17434,201209,Violence Against The Person,Harassment,86,Bexley
17435,17435,201209,Burglary,Burglary In Other Buildings,62,Bexley
17436,17436,201209,Theft & Handling,Theft Person,14,Bexley
17437,17437,201209,Theft & Handling,Motor Vehicle Interference & Tampering,8,Bexley
17438,17438,201209,Theft & Handling,Handling Stolen Goods,1,Bexley
17439,17439,201209,Other Notifiable Offences,Other Notifiable,9,Bexley
17440,17440,201209,Violence Against The Person,Assault With Injury,82,Bexley
17441,17441,201209,Sexual Offences,Other Sexual,20,Bexley
17442,17442,201209,Violence Against The Person,Common Assault,56,Bexley
17443,17443,201209,Robbery,Business Property,4,Bexley
17444,17444,201209,Sexual Offences,Rape,2,Bexley
17445,17445,201209,Fraud & Forgery,Counted Per Victim,44,Bexley
17446,17446,201209,Drugs,Possession Of Drugs,62,Bexley
17447,17447,201209,Violence Against The Person,Wounding/GBH,10,Bexley
17448,17448,201209,Theft & Handling,Other Theft,113,Bexley
17449,17449,201209,Criminal Damage,Criminal Damage To Other Building,10,Bexley
17450,17450,201209,Theft & Handling,Theft From Motor Vehicle,90,Bexley
17451,17451,201209,Theft & Handling,Theft/Taking Of Pedal Cycle,8,Bexley
17452,17452,201209,Violence Against The Person,Offensive Weapon,6,Bexley
17453,17453,201209,Robbery,Personal Property,19,Bexley
17454,17454,201209,Theft & Handling,Theft From Shops,51,Bexley
17455,17455,201209,Drugs,Possession Of Drugs,5,NULL
17456,17456,201209,Theft & Handling,Theft Person,2,NULL
17457,17457,201209,Theft & Handling,Motor Vehicle Interference & Tampering,1,NULL
17458,17458,201209,Other Notifiable Offences,Going Equipped,2,NULL
17459,17459,201209,Theft & Handling,Other Theft,123,NULL
17460,17460,201209,Other Notifiable Offences,Other Notifiable,19,NULL
17461,17461,201209,Criminal Damage,Criminal Damage To Motor Vehicle,5,NULL
17462,17462,201209,Fraud & Forgery,Counted Per Victim,1,NULL
17463,17463,201209,Drugs,Drug Trafficking,1,NULL
17464,17464,201209,Violence Against The Person,Offensive Weapon,1,NULL
17465,17465,201209,Sexual Offences,Other Sexual,4,NULL
17466,17466,201209,Theft & Handling,Theft From Motor Vehicle,6,NULL
17467,17467,201209,Violence Against The Person,Other Violence,3,NULL
17468,17468,201209,Violence Against The Person,Assault With Injury,9,NULL
17469,17469,201209,Theft & Handling,Handling Stolen Goods,1,NULL
17470,17470,201209,Fraud & Forgery,Other Fraud & Forgery,4,NULL
17471,17471,201209,Theft & Handling,Theft From Shops,14,NULL
17472,17472,201209,Criminal Damage,Criminal Damage To Dwelling,1,NULL
17473,17473,201209,Violence Against The Person,Common Assault,6,NULL
17474,17474,201209,Violence Against The Person,Harassment,6,NULL
17475,17475,201209,Criminal Damage,Criminal Damage To Dwelling,35,Barnet
17476,17476,201209,Criminal Damage,Criminal Damage To Motor Vehicle,70,Barnet
17477,17477,201209,Sexual Offences,Other Sexual,16,Barnet
17478,17478,201209,Theft & Handling,Motor Vehicle Interference & Tampering,24,Barnet
17479,17479,201209,Violence Against The Person,Murder,1,Barnet
17480,17480,201209,Sexual Offences,Rape,4,Barnet
17481,17481,201209,Theft & Handling,Theft Person,53,Barnet
17482,17482,201209,Other Notifiable Offences,Other Notifiable,22,Barnet
17483,17483,201209,Criminal Damage,Other Criminal Damage,34,Barnet
17484,17484,201209,Fraud & Forgery,Other Fraud & Forgery,53,Barnet
17485,17485,201209,Violence Against The Person,Other Violence,8,Barnet
17486,17486,201209,Violence Against The Person,Wounding/GBH,6,Barnet
17487,17487,201209,Theft & Handling,Handling Stolen Goods,3,Barnet
17488,17488,201209,Theft & Handling,Theft/Taking Of Motor Vehicle,53,Barnet
17489,17489,201209,Violence Against The Person,Offensive Weapon,2,Barnet
17490,17490,201209,Theft & Handling,Theft From Motor Vehicle,205,Barnet
17491,17491,201209,Robbery,Business Property,6,Barnet
17492,17492,201209,Fraud & Forgery,Counted Per Victim,150,Barnet
17493,17493,201209,Theft & Handling,Other Theft,248,Barnet
17494,17494,201209,Criminal Damage,Criminal Damage To Other Building,22,Barnet
17495,17495,201209,Violence Against The Person,Common Assault,69,Barnet
17496,17496,201209,Drugs,Drug Trafficking,10,Barnet
17497,17497,201209,Drugs,Possession Of Drugs,61,Barnet
17498,17498,201209,Theft & Handling,Theft From Shops,76,Barnet
17499,17499,201209,Violence Against The Person,Harassment,126,Barnet
17500,17500,201209,Robbery,Personal Property,77,Barnet
17501,17501,201209,Burglary,Burglary In A Dwelling,238,Barnet
17502,17502,201209,Theft & Handling,Theft/Taking Of Pedal Cycle,35,Barnet
17503,17503,201209,Violence Against The Person,Assault With Injury,108,Barnet
17504,17504,201209,Burglary,Burglary In Other Buildings,109,Barnet
17505,17505,201209,Burglary,Burglary In A Dwelling,76,Richmond upon Thames
17506,17506,201209,Theft & Handling,Theft/Taking Of Pedal Cycle,84,Richmond upon Thames
17507,17507,201209,Robbery,Personal Property,16,Richmond upon Thames
17508,17508,201209,Violence Against The Person,Harassment,62,Richmond upon Thames
17509,17509,201209,Theft & Handling,Theft From Motor Vehicle,90,Richmond upon Thames
17510,17510,201209,Theft & Handling,Theft From Shops,53,Richmond upon Thames
17511,17511,201209,Burglary,Burglary In Other Buildings,77,Richmond upon Thames
17512,17512,201209,Drugs,Drug Trafficking,3,Richmond upon Thames
17513,17513,201209,Sexual Offences,Rape,2,Richmond upon Thames
17514,17514,201209,Criminal Damage,Other Criminal Damage,13,Richmond upon Thames
17515,17515,201209,Violence Against The Person,Assault With Injury,41,Richmond upon Thames
17516,17516,201209,Other Notifiable Offences,Other Notifiable,7,Richmond upon Thames
17517,17517,201209,Theft & Handling,Theft Person,13,Richmond upon Thames
17518,17518,201209,Fraud & Forgery,Other Fraud & Forgery,13,Richmond upon Thames
17519,17519,201209,Drugs,Possession Of Drugs,49,Richmond upon Thames
17520,17520,201209,Criminal Damage,Criminal Damage To Other Building,15,Richmond upon Thames
17521,17521,201209,Theft & Handling,Theft/Taking Of Motor Vehicle,36,Richmond upon Thames
17522,17522,201209,Violence Against The Person,Wounding/GBH,7,Richmond upon Thames
17523,17523,201209,Robbery,Business Property,2,Richmond upon Thames
17524,17524,201209,Theft & Handling,Handling Stolen Goods,1,Richmond upon Thames
17525,17525,201209,Fraud & Forgery,Counted Per Victim,32,Richmond upon Thames
17526,17526,201209,Sexual Offences,Other Sexual,7,Richmond upon Thames
17527,17527,201209,Violence Against The Person,Common Assault,42,Richmond upon Thames
17528,17528,201209,Violence Against The Person,Other Violence,8,Richmond upon Thames
17529,17529,201209,Theft & Handling,Motor Vehicle Interference & Tampering,13,Richmond upon Thames
17530,17530,201209,Theft & Handling,Other Theft,116,Richmond upon Thames
17531,17531,201209,Criminal Damage,Criminal Damage To Motor Vehicle,40,Richmond upon Thames
17532,17532,201209,Criminal Damage,Criminal Damage To Dwelling,12,Richmond upon Thames
17533,17533,201209,Other Notifiable Offences,Going Equipped,3,Hounslow
17534,17534,201209,Violence Against The Person,Wounding/GBH,14,Hounslow
17535,17535,201209,Theft & Handling,Motor Vehicle Interference & Tampering,14,Hounslow
17536,17536,201209,Sexual Offences,Other Sexual,17,Hounslow
17537,17537,201209,Criminal Damage,Criminal Damage To Motor Vehicle,62,Hounslow
17538,17538,201209,Criminal Damage,Criminal Damage To Dwelling,36,Hounslow
17539,17539,201209,Other Notifiable Offences,Other Notifiable,35,Hounslow
17540,17540,201209,Fraud & Forgery,Other Fraud & Forgery,19,Hounslow
17541,17541,201209,Sexual Offences,Rape,3,Hounslow
17542,17542,201209,Criminal Damage,Other Criminal Damage,37,Hounslow
17543,17543,201209,Theft & Handling,Theft Person,30,Hounslow
17544,17544,201209,Theft & Handling,Other Theft,222,Hounslow
17545,17545,201209,Theft & Handling,Theft From Motor Vehicle,187,Hounslow
17546,17546,201209,Theft & Handling,Theft/Taking Of Motor Vehicle,51,Hounslow
17547,17547,201209,Fraud & Forgery,Counted Per Victim,84,Hounslow
17548,17548,201209,Robbery,Business Property,2,Hounslow
17549,17549,201209,Burglary,Burglary In Other Buildings,89,Hounslow
17550,17550,201209,Violence Against The Person,Other Violence,20,Hounslow
17551,17551,201209,Theft & Handling,Handling Stolen Goods,6,Hounslow
17552,17552,201209,Robbery,Personal Property,52,Hounslow
17553,17553,201209,Criminal Damage,Criminal Damage To Other Building,16,Hounslow
17554,17554,201209,Drugs,Drug Trafficking,10,Hounslow
17555,17555,201209,Violence Against The Person,Common Assault,137,Hounslow
17556,17556,201209,Burglary,Burglary In A Dwelling,129,Hounslow
17557,17557,201209,Theft & Handling,Theft From Shops,117,Hounslow
17558,17558,201209,Theft & Handling,Theft/Taking Of Pedal Cycle,71,Hounslow
17559,17559,201209,Drugs,Possession Of Drugs,122,Hounslow
17560,17560,201209,Violence Against The Person,Assault With Injury,142,Hounslow
17561,17561,201209,Violence Against The Person,Harassment,143,Hounslow
17562,17562,201209,Violence Against The Person,Offensive Weapon,7,Hounslow
17563,17563,201209,Theft & Handling,Motor Vehicle Interference & Tampering,8,Kingston upon Thames
17564,17564,201209,Sexual Offences,Rape,6,Kingston upon Thames
17565,17565,201209,Theft & Handling,Theft/Taking Of Motor Vehicle,6,Kingston upon Thames
17566,17566,201209,Theft & Handling,Other Theft,110,Kingston upon Thames
17567,17567,201209,Fraud & Forgery,Counted Per Victim,24,Kingston upon Thames
17568,17568,201209,Theft & Handling,Handling Stolen Goods,1,Kingston upon Thames
17569,17569,201209,Other Notifiable Offences,Going Equipped,1,Kingston upon Thames
17570,17570,201209,Violence Against The Person,Harassment,52,Kingston upon Thames
17571,17571,201209,Violence Against The Person,Assault With Injury,94,Kingston upon Thames
17572,17572,201209,Drugs,Drug Trafficking,2,Kingston upon Thames
17573,17573,201209,Robbery,Personal Property,20,Kingston upon Thames
17574,17574,201209,Theft & Handling,Theft/Taking Of Pedal Cycle,45,Kingston upon Thames
17575,17575,201209,Burglary,Burglary In A Dwelling,71,Kingston upon Thames
17576,17576,201209,Criminal Damage,Criminal Damage To Dwelling,19,Kingston upon Thames
17577,17577,201209,Theft & Handling,Theft From Shops,68,Kingston upon Thames
17578,17578,201209,Burglary,Burglary In Other Buildings,39,Kingston upon Thames
17579,17579,201209,Theft & Handling,Theft From Motor Vehicle,42,Kingston upon Thames
17580,17580,201209,Criminal Damage,Criminal Damage To Motor Vehicle,47,Kingston upon Thames
17581,17581,201209,Drugs,Possession Of Drugs,33,Kingston upon Thames
17582,17582,201209,Violence Against The Person,Wounding/GBH,5,Kingston upon Thames
17583,17583,201209,Other Notifiable Offences,Other Notifiable,12,Kingston upon Thames
17584,17584,201209,Criminal Damage,Criminal Damage To Other Building,12,Kingston upon Thames
17585,17585,201209,Criminal Damage,Other Criminal Damage,18,Kingston upon Thames
17586,17586,201209,Sexual Offences,Other Sexual,4,Kingston upon Thames
17587,17587,201209,Fraud & Forgery,Other Fraud & Forgery,18,Kingston upon Thames
17588,17588,201209,Violence Against The Person,Other Violence,6,Kingston upon Thames
17589,17589,201209,Violence Against The Person,Common Assault,46,Kingston upon Thames
17590,17590,201209,Robbery,Business Property,3,Kingston upon Thames
17591,17591,201209,Theft & Handling,Theft Person,58,Kingston upon Thames
17592,17592,201209,Criminal Damage,Criminal Damage To Motor Vehicle,50,Merton
17593,17593,201209,Violence Against The Person,Offensive Weapon,3,Merton
17594,17594,201209,Violence Against The Person,Wounding/GBH,8,Merton
17595,17595,201209,Theft & Handling,Theft/Taking Of Motor Vehicle,20,Merton
17596,17596,201209,Theft & Handling,Handling Stolen Goods,4,Merton
17597,17597,201209,Violence Against The Person,Harassment,70,Merton
17598,17598,201209,Robbery,Business Property,4,Merton
17599,17599,201209,Theft & Handling,Motor Vehicle Interference & Tampering,8,Merton
17600,17600,201209,Violence Against The Person,Other Violence,7,Merton
17601,17601,201209,Theft & Handling,Theft From Motor Vehicle,94,Merton
17602,17602,201209,Theft & Handling,Other Theft,136,Merton
17603,17603,201209,Fraud & Forgery,Counted Per Victim,46,Merton
17604,17604,201209,Sexual Offences,Other Sexual,7,Merton
17605,17605,201209,Other Notifiable Offences,Other Notifiable,12,Merton
17606,17606,201209,Violence Against The Person,Assault With Injury,72,Merton
17607,17607,201209,Fraud & Forgery,Other Fraud & Forgery,20,Merton
17608,17608,201209,Criminal Damage,Criminal Damage To Dwelling,25,Merton
17609,17609,201209,Sexual Offences,Rape,3,Merton
17610,17610,201209,Criminal Damage,Other Criminal Damage,20,Merton
17611,17611,201209,Theft & Handling,Theft Person,30,Merton
17612,17612,201209,Theft & Handling,Theft From Shops,65,Merton
17613,17613,201209,Violence Against The Person,Common Assault,55,Merton
17614,17614,201209,Drugs,Drug Trafficking,8,Merton
17615,17615,201209,Burglary,Burglary In Other Buildings,71,Merton
17616,17616,201209,Theft & Handling,Theft/Taking Of Pedal Cycle,31,Merton
17617,17617,201209,Burglary,Burglary In A Dwelling,98,Merton
17618,17618,201209,Criminal Damage,Criminal Damage To Other Building,12,Merton
17619,17619,201209,Drugs,Possession Of Drugs,73,Merton
17620,17620,201209,Robbery,Personal Property,40,Merton
17621,17621,201209,Violence Against The Person,Assault With Injury,90,Wandsworth
17622,17622,201209,Criminal Damage,Other Criminal Damage,47,Wandsworth
17623,17623,201209,Fraud & Forgery,Other Fraud & Forgery,25,Wandsworth
17624,17624,201209,Theft & Handling,Theft From Motor Vehicle,204,Wandsworth
17625,17625,201209,Violence Against The Person,Other Violence,25,Wandsworth
17626,17626,201209,Violence Against The Person,Common Assault,101,Wandsworth
17627,17627,201209,Other Notifiable Offences,Other Notifiable,14,Wandsworth
17628,17628,201209,Drugs,Drug Trafficking,7,Wandsworth
17629,17629,201209,Robbery,Personal Property,111,Wandsworth
17630,17630,201209,Drugs,Possession Of Drugs,100,Wandsworth
17631,17631,201209,Theft & Handling,Theft/Taking Of Pedal Cycle,152,Wandsworth
17632,17632,201209,Criminal Damage,Criminal Damage To Motor Vehicle,49,Wandsworth
17633,17633,201209,Violence Against The Person,Harassment,99,Wandsworth
17634,17634,201209,Burglary,Burglary In A Dwelling,157,Wandsworth
17635,17635,201209,Theft & Handling,Theft Person,178,Wandsworth
17636,17636,201209,Criminal Damage,Criminal Damage To Dwelling,31,Wandsworth
17637,17637,201209,Fraud & Forgery,Counted Per Victim,66,Wandsworth
17638,17638,201209,Burglary,Burglary In Other Buildings,124,Wandsworth
17639,17639,201209,Violence Against The Person,Offensive Weapon,8,Wandsworth
17640,17640,201209,Theft & Handling,Theft/Taking Of Motor Vehicle,79,Wandsworth
17641,17641,201209,Theft & Handling,Theft From Shops,97,Wandsworth
17642,17642,201209,Drugs,Other Drugs,1,Wandsworth
17643,17643,201209,Other Notifiable Offences,Going Equipped,1,Wandsworth
17644,17644,201209,Theft & Handling,Handling Stolen Goods,4,Wandsworth
17645,17645,201209,Theft & Handling,Other Theft,264,Wandsworth
17646,17646,201209,Criminal Damage,Criminal Damage To Other Building,19,Wandsworth
17647,17647,201209,Sexual Offences,Rape,6,Wandsworth
17648,17648,201209,Theft & Handling,Motor Vehicle Interference & Tampering,14,Wandsworth
17649,17649,201209,Robbery,Business Property,7,Wandsworth
17650,17650,201209,Sexual Offences,Other Sexual,19,Wandsworth
17651,17651,201209,Violence Against The Person,Wounding/GBH,11,Wandsworth
17652,17652,201209,Sexual Offences,Rape,8,Ealing
17653,17653,201209,Drugs,Other Drugs,2,Ealing
17654,17654,201209,Drugs,Possession Of Drugs,171,Ealing
17655,17655,201209,Burglary,Burglary In A Dwelling,216,Ealing
17656,17656,201209,Theft & Handling,Other Theft,275,Ealing
17657,17657,201209,Theft & Handling,Motor Vehicle Interference & Tampering,21,Ealing
17658,17658,201209,Theft & Handling,Theft/Taking Of Motor Vehicle,65,Ealing
17659,17659,201209,Theft & Handling,Handling Stolen Goods,5,Ealing
17660,17660,201209,Violence Against The Person,Common Assault,119,Ealing
17661,17661,201209,Theft & Handling,Theft From Motor Vehicle,262,Ealing
17662,17662,201209,Other Notifiable Offences,Other Notifiable,48,Ealing
17663,17663,201209,Violence Against The Person,Assault With Injury,196,Ealing
17664,17664,201209,Fraud & Forgery,Other Fraud & Forgery,43,Ealing
17665,17665,201209,Robbery,Business Property,6,Ealing
17666,17666,201209,Violence Against The Person,Harassment,183,Ealing
17667,17667,201209,Violence Against The Person,Wounding/GBH,28,Ealing
17668,17668,201209,Fraud & Forgery,Counted Per Victim,86,Ealing
17669,17669,201209,Criminal Damage,Other Criminal Damage,51,Ealing
17670,17670,201209,Violence Against The Person,Offensive Weapon,8,Ealing
17671,17671,201209,Sexual Offences,Other Sexual,21,Ealing
17672,17672,201209,Theft & Handling,Theft/Taking Of Pedal Cycle,88,Ealing
17673,17673,201209,Criminal Damage,Criminal Damage To Motor Vehicle,83,Ealing
17674,17674,201209,Drugs,Drug Trafficking,8,Ealing
17675,17675,201209,Violence Against The Person,Other Violence,27,Ealing
17676,17676,201209,Theft & Handling,Theft Person,73,Ealing
17677,17677,201209,Other Notifiable Offences,Going Equipped,1,Ealing
17678,17678,201209,Theft & Handling,Theft From Shops,115,Ealing
17679,17679,201209,Criminal Damage,Criminal Damage To Dwelling,35,Ealing
17680,17680,201209,Burglary,Burglary In Other Buildings,74,Ealing
17681,17681,201209,Robbery,Personal Property,80,Ealing
17682,17682,201209,Criminal Damage,Criminal Damage To Other Building,20,Ealing
17683,17683,201209,Violence Against The Person,Assault With Injury,119,Hillingdon
17684,17684,201209,Other Notifiable Offences,Other Notifiable,22,Hillingdon
17685,17685,201209,Fraud & Forgery,Other Fraud & Forgery,21,Hillingdon
17686,17686,201209,Criminal Damage,Other Criminal Damage,29,Hillingdon
17687,17687,201209,Theft & Handling,Theft/Taking Of Pedal Cycle,29,Hillingdon
17688,17688,201209,Theft & Handling,Theft From Motor Vehicle,143,Hillingdon
17689,17689,201209,Violence Against The Person,Harassment,130,Hillingdon
17690,17690,201209,Violence Against The Person,Common Assault,89,Hillingdon
17691,17691,201209,Fraud & Forgery,Counted Per Victim,59,Hillingdon
17692,17692,201209,Theft & Handling,Other Theft,219,Hillingdon
17693,17693,201209,Burglary,Burglary In Other Buildings,57,Hillingdon
17694,17694,201209,Criminal Damage,Criminal Damage To Other Building,17,Hillingdon
17695,17695,201209,Violence Against The Person,Other Violence,17,Hillingdon
17696,17696,201209,Theft & Handling,Theft From Shops,81,Hillingdon
17697,17697,201209,Sexual Offences,Rape,4,Hillingdon
17698,17698,201209,Criminal Damage,Criminal Damage To Dwelling,38,Hillingdon
17699,17699,201209,Burglary,Burglary In A Dwelling,172,Hillingdon
17700,17700,201209,Criminal Damage,Criminal Damage To Motor Vehicle,70,Hillingdon
17701,17701,201209,Drugs,Drug Trafficking,10,Hillingdon
17702,17702,201209,Theft & Handling,Theft Person,58,Hillingdon
17703,17703,201209,Robbery,Personal Property,36,Hillingdon
17704,17704,201209,Other Notifiable Offences,Going Equipped,1,Hillingdon
17705,17705,201209,Drugs,Possession Of Drugs,77,Hillingdon
17706,17706,201209,Sexual Offences,Other Sexual,18,Hillingdon
17707,17707,201209,Robbery,Business Property,9,Hillingdon
17708,17708,201209,Theft & Handling,Motor Vehicle Interference & Tampering,14,Hillingdon
17709,17709,201209,Violence Against The Person,Wounding/GBH,21,Hillingdon
17710,17710,201209,Violence Against The Person,Offensive Weapon,3,Hillingdon
17711,17711,201209,Theft & Handling,Handling Stolen Goods,2,Hillingdon
17712,17712,201209,Theft & Handling,Theft/Taking Of Motor Vehicle,47,Hillingdon
17713,17713,201209,Theft & Handling,Theft From Motor Vehicle,206,Enfield
17714,17714,201209,Violence Against The Person,Murder,1,Enfield
17715,17715,201209,Burglary,Burglary In A Dwelling,186,Enfield
17716,17716,201209,Theft & Handling,Handling Stolen Goods,4,Enfield
17717,17717,201209,Violence Against The Person,Wounding/GBH,11,Enfield
17718,17718,201209,Fraud & Forgery,Counted Per Victim,100,Enfield
17719,17719,201209,Drugs,Other Drugs,3,Enfield
17720,17720,201209,Robbery,Personal Property,74,Enfield
17721,17721,201209,Criminal Damage,Other Criminal Damage,36,Enfield
17722,17722,201209,Violence Against The Person,Assault With Injury,113,Enfield
17723,17723,201209,Theft & Handling,Theft Person,50,Enfield
17724,17724,201209,Sexual Offences,Other Sexual,23,Enfield
17725,17725,201209,Drugs,Possession Of Drugs,87,Enfield
17726,17726,201209,Drugs,Drug Trafficking,7,Enfield
17727,17727,201209,Theft & Handling,Theft/Taking Of Pedal Cycle,19,Enfield
17728,17728,201209,Criminal Damage,Criminal Damage To Other Building,9,Enfield
17729,17729,201209,Sexual Offences,Rape,11,Enfield
17730,17730,201209,Fraud & Forgery,Other Fraud & Forgery,34,Enfield
17731,17731,201209,Other Notifiable Offences,Other Notifiable,30,Enfield
17732,17732,201209,Theft & Handling,Other Theft,177,Enfield
17733,17733,201209,Theft & Handling,Motor Vehicle Interference & Tampering,15,Enfield
17734,17734,201209,Theft & Handling,Theft From Shops,58,Enfield
17735,17735,201209,Theft & Handling,Theft/Taking Of Motor Vehicle,56,Enfield
17736,17736,201209,Criminal Damage,Criminal Damage To Motor Vehicle,59,Enfield
17737,17737,201209,Violence Against The Person,Other Violence,16,Enfield
17738,17738,201209,Violence Against The Person,Common Assault,96,Enfield
17739,17739,201209,Criminal Damage,Criminal Damage To Dwelling,41,Enfield
17740,17740,201209,Violence Against The Person,Harassment,93,Enfield
17741,17741,201209,Robbery,Business Property,5,Enfield
17742,17742,201209,Violence Against The Person,Offensive Weapon,7,Enfield
17743,17743,201209,Burglary,Burglary In Other Buildings,73,Enfield
17744,17744,201209,Sexual Offences,Rape,16,Haringey
17745,17745,201209,Drugs,Other Drugs,1,Haringey
17746,17746,201209,Drugs,Possession Of Drugs,89,Haringey
17747,17747,201209,Theft & Handling,Theft/Taking Of Motor Vehicle,63,Haringey
17748,17748,201209,Violence Against The Person,Offensive Weapon,7,Haringey
17749,17749,201209,Theft & Handling,Motor Vehicle Interference & Tampering,17,Haringey
17750,17750,201209,Theft & Handling,Handling Stolen Goods,2,Haringey
17751,17751,201209,Other Notifiable Offences,Going Equipped,2,Haringey
17752,17752,201209,Sexual Offences,Other Sexual,19,Haringey
17753,17753,201209,Criminal Damage,Criminal Damage To Other Building,13,Haringey
17754,17754,201209,Criminal Damage,Criminal Damage To Motor Vehicle,67,Haringey
17755,17755,201209,Violence Against The Person,Harassment,117,Haringey
17756,17756,201209,Theft & Handling,Other Theft,254,Haringey
17757,17757,201209,Criminal Damage,Criminal Damage To Dwelling,42,Haringey
17758,17758,201209,Burglary,Burglary In A Dwelling,176,Haringey
17759,17759,201209,Theft & Handling,Theft From Motor Vehicle,174,Haringey
17760,17760,201209,Violence Against The Person,Wounding/GBH,19,Haringey
17761,17761,201209,Robbery,Business Property,3,Haringey
17762,17762,201209,Violence Against The Person,Other Violence,20,Haringey
17763,17763,201209,Violence Against The Person,Common Assault,100,Haringey
17764,17764,201209,Fraud & Forgery,Counted Per Victim,73,Haringey
17765,17765,201209,Burglary,Burglary In Other Buildings,78,Haringey
17766,17766,201209,Other Notifiable Offences,Other Notifiable,25,Haringey
17767,17767,201209,Theft & Handling,Theft From Shops,66,Haringey
17768,17768,201209,Fraud & Forgery,Other Fraud & Forgery,24,Haringey
17769,17769,201209,Criminal Damage,Other Criminal Damage,43,Haringey
17770,17770,201209,Drugs,Drug Trafficking,9,Haringey
17771,17771,201209,Violence Against The Person,Assault With Injury,174,Haringey
17772,17772,201209,Theft & Handling,Theft/Taking Of Pedal Cycle,42,Haringey
17773,17773,201209,Robbery,Personal Property,67,Haringey
17774,17774,201209,Theft & Handling,Theft Person,91,Haringey
17775,17775,201209,Drugs,Other Drugs,1,Croydon
17776,17776,201209,Drugs,Possession Of Drugs,184,Croydon
17777,17777,201209,Sexual Offences,Rape,15,Croydon
17778,17778,201209,Fraud & Forgery,Counted Per Victim,119,Croydon
17779,17779,201209,Theft & Handling,Other Theft,304,Croydon
17780,17780,201209,Theft & Handling,Theft/Taking Of Motor Vehicle,82,Croydon
17781,17781,201209,Theft & Handling,Handling Stolen Goods,5,Croydon
17782,17782,201209,Burglary,Burglary In A Dwelling,219,Croydon
17783,17783,201209,Theft & Handling,Theft From Motor Vehicle,190,Croydon
17784,17784,201209,Violence Against The Person,Other Violence,20,Croydon
17785,17785,201209,Other Notifiable Offences,Going Equipped,5,Croydon
17786,17786,201209,Violence Against The Person,Common Assault,137,Croydon
17787,17787,201209,Theft & Handling,Motor Vehicle Interference & Tampering,30,Croydon
17788,17788,201209,Violence Against The Person,Wounding/GBH,38,Croydon
17789,17789,201209,Robbery,Business Property,14,Croydon
17790,17790,201209,Violence Against The Person,Harassment,144,Croydon
17791,17791,201209,Criminal Damage,Criminal Damage To Other Building,19,Croydon
17792,17792,201209,Fraud & Forgery,Other Fraud & Forgery,52,Croydon
17793,17793,201209,Robbery,Personal Property,162,Croydon
17794,17794,201209,Criminal Damage,Other Criminal Damage,57,Croydon
17795,17795,201209,Violence Against The Person,Assault With Injury,213,Croydon
17796,17796,201209,Drugs,Drug Trafficking,11,Croydon
